hromada_code,hromada,oblast_name,raion_name,lat_center,lon_center,distance_to_frontline_km,currently_occupied,as_of_date
UA46120050000027080,Добротвірська,Львівська,Червоноградський,50.2057172,24.3857048,662.6,False,2026-09-09
UA46120070000071541,Лопатинська,Львівська,Червоноградський,50.2205052,24.844945,636.9,False,2026-09-09
UA46120090000051307,Радехівська,Львівська,Червоноградський,50.2808744,24.6397908,652.6,False,2026-09-09
UA46120110000062257,Сокальська,Львівська,Червоноградський,50.4791313,24.2770538,686.4,False,2026-09-09
UA46120130000026331,Червоноградська,Львівська,Червоноградський,50.3940701,24.239616,683.0,False,2026-09-09
UA46140010000081849,Івано-Франківська,Львівська,Яворівський,49.9220001,23.7311549,685.2,False,2026-09-09
UA46140030000023506,Мостиська,Львівська,Яворівський,49.79235,23.147933,715.2,False,2026-09-09
UA46140050000054478,Новояворівська,Львівська,Яворівський,49.9316152,23.5661291,696.0,False,2026-09-09
UA46140070000010135,Судововишнянська,Львівська,Яворівський,49.7880934,23.3732553,700.5,False,2026-09-09
UA46140090000079730,Шегинівська,Львівська,Яворівський,49.801323,22.974361,726.7,False,2026-09-09
UA46140110000063568,Яворівська,Львівська,Яворівський,49.9456001,23.3886319,707.8,False,2026-09-09
UA48020010000091496,Баштанська,Миколаївська,Баштанський,47.4033486,32.4388921,88.9,False,2026-09-09
UA48020030000061219,Березнегуватська,Миколаївська,Баштанський,47.308722,32.8486739,65.9,False,2026-09-09
UA48020050000023194,Вільнозапорізька,Миколаївська,Баштанський,47.5752739,32.6213011,98.0,False,2026-09-09
UA48020070000050731,Володимирівська,Миколаївська,Баштанський,47.5225573,32.923254,87.7,False,2026-09-09
UA48020090000069919,Горохівська,Миколаївська,Баштанський,46.9581182,32.702749,31.5,False,2026-09-09
UA48020110000020969,Інгульська,Миколаївська,Баштанський,47.2015936,32.2269428,78.5,False,2026-09-09
UA48020130000080862,Казанківська,Миколаївська,Баштанський,47.835215,32.8241797,123.1,False,2026-09-09
UA48020150000051082,Новобузька,Миколаївська,Баштанський,47.6933814,32.5106596,113.2,False,2026-09-09
UA48020170000082529,Привільненська,Миколаївська,Баштанський,47.4937814,32.2971718,101.4,False,2026-09-09
UA48020190000083597,Снігурівська,Миколаївська,Баштанський,47.070721,32.7924643,40.4,False,2026-09-09
UA48020210000024814,Софіївська,Миколаївська,Баштанський,47.6870044,32.3720991,120.8,False,2026-09-09
UA48020230000095751,Широківська,Миколаївська,Баштанський,47.09781,32.677599,46.3,False,2026-09-09
UA48040010000016403,Братська,Миколаївська,Вознесенський,47.8641873,31.5747875,142.8,False,2026-09-09
UA48040030000013036,Бузька,Миколаївська,Вознесенський,47.6150388,31.2029082,117.4,False,2026-09-09
UA48040050000011284,Веселинівська,Миколаївська,Вознесенський,47.356307,31.2367979,88.7,False,2026-09-09
UA48040070000056126,Вознесенська,Миколаївська,Вознесенський,47.5679582,31.3338636,110.6,False,2026-09-09
UA48040090000070960,Доманівська,Миколаївська,Вознесенський,47.6322253,30.9892003,123.5,False,2026-09-09
UA48040110000015580,Дорошівська,Миколаївська,Вознесенський,47.4729796,31.4672792,99.3,False,2026-09-09
UA48040130000074078,Єланецька,Миколаївська,Вознесенський,47.696378,31.8489152,127.9,False,2026-09-09
UA48040150000011861,Мостівська,Миколаївська,Вознесенський,47.418625,30.996822,101.1,False,2026-09-09
UA48040170000057262,Новомар’ївська,Миколаївська,Вознесенський,48.0064483,31.4995082,158.5,False,2026-09-09
UA48040190000026236,Олександрівська,Миколаївська,Вознесенський,47.6895064,31.2785396,124.6,False,2026-09-09
UA48040210000049987,Прибужанівська,Миколаївська,Вознесенський,47.529674,31.3240378,106.5,False,2026-09-09
UA48040230000012964,Прибузька,Миколаївська,Вознесенський,47.6717628,31.2352206,123.1,False,2026-09-09
UA48040250000044166,Южноукраїнська,Миколаївська,Вознесенський,47.824269,31.1786814,140.6,False,2026-09-09
UA48060010000061913,Березанська,Миколаївська,Миколаївський,46.8544054,31.3874915,31.9,False,2026-09-09
UA48060030000055210,Веснянська,Миколаївська,Миколаївський,46.9796589,31.8829166,49.0,False,2026-09-09
UA48060050000074873,Воскресенська,Миколаївська,Миколаївський,47.0171096,32.1465767,57.7,False,2026-09-09
UA48060070000087404,Галицинівська,Миколаївська,Миколаївський,46.8060632,31.9802864,32.5,False,2026-09-09
UA48060090000097375,Коблівська,Миколаївська,Миколаївський,46.6612599,31.2085145,25.0,False,2026-09-09
UA48060110000055792,Костянтинівська,Миколаївська,Миколаївський,47.095007,31.9184045,62.1,False,2026-09-09
UA48060130000035572,Куцурубська,Миколаївська,Миколаївський,46.6529086,31.6211184,12.5,False,2026-09-09
UA48060150000071713,Миколаївська,Миколаївська,Миколаївський,46.9758615,31.9939666,51.4,False,2026-09-09
UA48060170000025778,Мішково-Погорілівська,Миколаївська,Миколаївський,46.9981588,32.1172962,55.5,False,2026-09-09
UA48060190000070297,Нечаянська,Миколаївська,Миколаївський,46.9428387,31.5534457,40.4,False,2026-09-09
UA48060210000081533,Новоодеська,Миколаївська,Миколаївський,47.310996,31.7739735,84.9,False,2026-09-09
UA48060230000098265,Ольшанська,Миколаївська,Миколаївський,47.18486,31.793865,70.9,False,2026-09-09
UA48060250000061313,Очаківська,Миколаївська,Миколаївський,46.6145957,31.5452994,4.5,False,2026-09-09
UA48060270000044708,Первомайська,Миколаївська,Миколаївський,47.039509,32.439911,50.1,False,2026-09-09
UA48060290000080246,Радсадівська,Миколаївська,Миколаївський,46.8991228,31.9863616,42.8,False,2026-09-09
UA48060310000084930,Степівська,Миколаївська,Миколаївський,47.1898851,31.5182939,67.7,False,2026-09-09
UA48060330000083035,Сухоєланецька,Миколаївська,Миколаївський,47.3684734,31.9874081,92.9,False,2026-09-09
UA48060350000011218,Чорноморська,Миколаївська,Миколаївський,46.649658,31.506041,7.7,False,2026-09-09
UA48060370000016130,Шевченківська,Миколаївська,Миколаївський,46.862518,32.191662,40.8,False,2026-09-09
UA48080010000048763,Арбузинська,Миколаївська,Первомайський,47.9076,31.31516,148.3,False,2026-09-09
UA48080030000050927,Благодатненська,Миколаївська,Первомайський,47.9922978,31.1428235,159.4,False,2026-09-09
UA48080050000053070,Врадіївська,Миколаївська,Первомайський,47.8594344,30.5891291,158.4,False,2026-09-09
UA48080070000061107,Кам’яномостівська,Миколаївська,Первомайський,47.9651969,30.8156629,162.7,False,2026-09-09
UA48080090000029942,Кривоозерська,Миколаївська,Первомайський,47.9532217,30.3425878,176.3,False,2026-09-09
UA48080110000010732,Мигіївська,Миколаївська,Первомайський,48.0380198,30.9538321,167.4,False,2026-09-09
UA48080130000028458,Первомайська,Миколаївська,Первомайський,48.045745,30.8475997,170.4,False,2026-09-09
UA48080150000083195,Синюхинобрідська,Миколаївська,Первомайський,48.1445873,30.8173556,181.6,False,2026-09-09
UA51020010000012094,Андрієво-Іванівська,Одеська,Березівський,47.5002542,30.4616331,129.6,False,2026-09-09
UA51020030000095942,Березівська,Одеська,Березівський,47.2016391,30.908595,82.9,False,2026-09-09
UA51020050000075980,Великобуялицька,Одеська,Березівський,46.942238,30.648479,77.3,False,2026-09-09
UA51020070000019684,Знам’янська,Одеська,Березівський,47.0215772,30.2837704,105.7,False,2026-09-09
UA51020090000073639,Іванівська,Одеська,Березівський,46.9824413,30.4628447,91.7,False,2026-09-09
UA51020110000041005,Коноплянська,Одеська,Березівський,47.037708,30.479984,93.7,False,2026-09-09
UA51020130000060117,Курісовська,Одеська,Березівський,46.9701466,30.9616421,60.3,False,2026-09-09
UA51020150000090298,Миколаївська,Одеська,Березівський,47.5366356,30.754709,120.8,False,2026-09-09
UA51020170000041393,Новокальчевська,Одеська,Березівський,47.1965603,31.0341137,77.6,False,2026-09-09
UA51020190000074479,Петровірівська,Одеська,Березівський,47.237431,30.326731,116.0,False,2026-09-09
UA51020210000019597,Раухівська,Одеська,Березівський,47.1691588,30.8145604,84.3,False,2026-09-09
UA51020230000068053,Розквітівська,Одеська,Березівський,47.122082,30.61581,91.0,False,2026-09-09
UA51020250000084082,Старомаяківська,Одеська,Березівський,47.346951,30.30682,125.1,False,2026-09-09
UA51020270000068435,Стрюківська,Одеська,Березівський,47.37912,30.582382,113.4,False,2026-09-09
UA51020290000017926,Чогодарівська,Одеська,Березівський,47.374702,30.068394,140.7,False,2026-09-09
UA51020310000020019,Ширяївська,Одеська,Березівський,47.3843482,30.1895219,134.4,False,2026-09-09
UA51040010000016896,Білгород-Дністровська,Одеська,Білгород-Дністровський,46.1909823,30.345784,91.1,False,2026-09-09
UA51040030000095700,Дивізійська,Одеська,Білгород-Дністровський,45.9442525,29.9743896,125.9,False,2026-09-09
UA51040050000073907,Кароліно-Бугазька,Одеська,Білгород-Дністровський,46.1458339,30.5255473,78.5,False,2026-09-09
UA51040070000074000,Кулевчанська,Одеська,Білгород-Дністровський,46.0345974,29.9333659,125.9,False,2026-09-09
UA51040090000096249,Лиманська,Одеська,Білгород-Дністровський,45.673229,29.741247,154.8,False,2026-09-09
UA51040110000040346,Маразліївська,Одеська,Білгород-Дністровський,46.107672,30.0520305,115.0,False,2026-09-09
UA51040130000049323,Мологівська,Одеська,Білгород-Дністровський,46.228905,30.21216,100.7,False,2026-09-09
UA51040150000087491,Петропавлівська,Одеська,Білгород-Дністровський,46.340572,29.566586,149.3,False,2026-09-09
UA51040170000036391,Плахтіївська,Одеська,Білгород-Дністровський,46.094894,29.715511,140.7,False,2026-09-09
UA51040190000058077,Саратська,Одеська,Білгород-Дністровський,46.0220664,29.6648751,146.3,False,2026-09-09
UA51040210000057879,Сергіївська,Одеська,Білгород-Дністровський,46.02756,30.37273,93.8,False,2026-09-09
UA51040230000018414,Старокозацька,Одеська,Білгород-Дністровський,46.337597,29.986652,117.1,False,2026-09-09
UA51040250000099866,Татарбунарська,Одеська,Білгород-Дністровський,45.8398696,29.6166537,155.9,False,2026-09-09
UA51040270000028361,Тузлівська,Одеська,Білгород-Дністровський,45.871349,30.08778,120.9,False,2026-09-09
UA51040290000011852,Успенівська,Одеська,Білгород-Дністровський,46.18755,29.86153,128.1,False,2026-09-09
UA51040310000071545,Шабівська,Одеська,Білгород-Дністровський,46.128258,30.386766,89.4,False,2026-09-09
UA51060010000033212,Арцизька,Одеська,Болградський,45.9962017,29.431517,164.5,False,2026-09-09
UA51060030000044366,Болградська,Одеська,Болградський,45.6779137,28.6132404,235.2,False,2026-09-09
UA51060050000061243,Бородінська,Одеська,Болградський,46.3023788,29.2422721,174.3,False,2026-09-09
UA51060070000052726,Василівська,Одеська,Болградський,45.6429124,28.8324547,220.5,False,2026-09-09
UA51060090000014997,Городненська,Одеська,Болградський,45.893669,28.85216,210.7,False,2026-09-09
UA51060110000077844,Криничненська,Одеська,Болградський,45.5372689,28.6663677,236.9,False,2026-09-09
UA51060130000042133,Кубейська,Одеська,Болградський,45.7907985,28.7440113,221.8,False,2026-09-09
UA51060150000016544,Павлівська,Одеська,Болградський,45.962959,29.491703,160.9,False,2026-09-09
UA51060170000068967,Тарутинська,Одеська,Болградський,46.1821786,29.151948,182.3,False,2026-09-09
UA51060190000067242,Теплицька,Одеська,Болградський,45.98534,29.33762,171.8,False,2026-09-09
UA51080010000087690,Вилківська,Одеська,Ізмаїльський,45.40306,29.58309,180.5,False,2026-09-09
UA51080030000048246,Ізмаїльська,Одеська,Ізмаїльський,45.3511307,28.8361514,233.9,False,2026-09-09
UA51080050000022808,Кілійська,Одеська,Ізмаїльський,45.4409767,29.2652788,199.7,False,2026-09-09
UA51080070000040493,Ренійська,Одеська,Ізмаїльський,45.455413,28.2790948,268.3,False,2026-09-09
UA51080090000065506,Саф’янівська,Одеська,Ізмаїльський,45.4029271,28.8768576,228.4,False,2026-09-09
UA51080110000079212,Суворовська,Одеська,Ізмаїльський,45.5811117,28.9879186,212.0,False,2026-09-09
UA51100010000023950,Авангардівська,Одеська,Одеський,46.471085,30.613808,69.7,False,2026-09-09
UA51100030000027628,Біляївська,Одеська,Одеський,46.4826109,30.2014161,100.7,False,2026-09-09
UA51100050000066202,Великодальницька,Одеська,Одеський,46.476292,30.559851,73.6,False,2026-09-09
UA51100070000063635,Великодолинська,Одеська,Одеський,46.3467158,30.5759542,71.8,False,2026-09-09
UA51100090000094901,Вигодянська,Одеська,Одеський,46.614494,30.39809,85.2,False,2026-09-09
UA51100110000098468,Визирська,Одеська,Одеський,46.696785,30.997566,41.4,False,2026-09-09
UA51100130000021533,Дальницька,Одеська,Одеський,46.2250393,30.531351,76.5,False,2026-09-09
UA51100150000090671,Дачненська,Одеська,Одеський,46.577221,30.54817,73.6,False,2026-09-09
UA51100170000087238,Доброславська,Одеська,Одеський,46.8193867,30.943207,51.0,False,2026-09-09
UA51100190000060999,Красносільська,Одеська,Одеський,46.623569,30.77614,56.4,False,2026-09-09
UA51100210000074534,Маяківська,Одеська,Одеський,46.413799,30.26836,95.6,False,2026-09-09
UA51100230000045500,Нерубайська,Одеська,Одеський,46.544624,30.629803,67.5,False,2026-09-09
UA51100250000055079,Овідіопольська,Одеська,Одеський,46.2473734,30.4448614,82.7,False,2026-09-09
UA51100270000073549,Одеська,Одеська,Одеський,46.4843023,30.7322878,60.5,False,2026-09-09
UA51100290000027993,Таїровська,Одеська,Одеський,46.367195,30.651262,66.0,False,2026-09-09
UA51100310000010196,Теплодарська,Одеська,Одеський,46.5050729,30.3272329,90.9,False,2026-09-09
UA51100330000051757,Усатівська,Одеська,Одеський,46.537399,30.654261,65.7,False,2026-09-09
UA51100350000087099,Фонтанська,Одеська,Одеський,46.570198,30.858065,49.9,False,2026-09-09
UA51100370000040590,Чорноморська,Одеська,Одеський,46.3020943,30.653466,66.1,False,2026-09-09
UA51100390000087217,Чорноморська,Одеська,Одеський,46.5849122,30.9334115,44.2,False,2026-09-09
UA51100410000059549,Южненська,Одеська,Одеський,46.6225029,31.0994897,31.9,False,2026-09-09
UA51100430000081326,Яськівська,Одеська,Одеський,46.517139,30.07576,110.0,False,2026-09-09
UA51120010000025020,Ананьївська,Одеська,Подільський,47.7178669,29.9601889,172.6,False,2026-09-09
UA51120030000075494,Балтська,Одеська,Подільський,47.9363162,29.6225979,207.5,False,2026-09-09
UA51120050000071748,Долинська,Одеська,Подільський,47.528999,29.910505,160.8,False,2026-09-09
UA51120070000097161,Зеленогірська,Одеська,Подільський,47.875671,30.09705,179.3,False,2026-09-09
UA51120090000035170,Кодимська,Одеська,Подільський,48.1047445,29.1285642,247.0,False,2026-09-09
UA51120110000047677,Куяльницька,Одеська,Подільський,47.728851,29.562288,195.1,False,2026-09-09
UA51120130000064324,Любашівська,Одеська,Подільський,47.8315678,30.2562335,168.4,False,2026-09-09
UA51120150000080138,Окнянська,Одеська,Подільський,47.5399,29.45881,188.8,False,2026-09-09
UA51120170000076247,Піщанська,Одеська,Подільський,48.12664,29.73278,218.0,False,2026-09-09
UA51120190000044451,Подільська,Одеська,Подільський,47.7497422,29.5304957,198.4,False,2026-09-09
UA51120210000054996,Савранська,Одеська,Подільський,48.1246576,30.0796984,202.8,False,2026-09-09
UA51120230000084853,Слобідська,Одеська,Подільський,47.885971,29.341049,219.0,False,2026-09-09
UA51140010000090773,Великомихайлівська,Одеська,Роздільнянський,47.0775384,29.8509409,138.0,False,2026-09-09
UA51140030000062458,Великоплосківська,Одеська,Роздільнянський,47.0128646,29.6667427,148.6,False,2026-09-09
UA51140050000054980,Затишанська,Одеська,Роздільнянський,47.3253391,29.8933262,148.4,False,2026-09-09
UA51140070000052649,Захарівська,Одеська,Роздільнянський,47.3429696,29.7403766,159.1,False,2026-09-09
UA51140090000048720,Лиманська,Одеська,Роздільнянський,46.6618481,29.9760782,117.6,False,2026-09-09
UA51140110000053825,Новоборисівська,Одеська,Роздільнянський,47.104568,29.990959,129.7,False,2026-09-09
UA51140130000082333,Роздільнянська,Одеська,Роздільнянський,46.8546716,30.0711363,114.1,False,2026-09-09
UA51140150000095416,Степанівська,Одеська,Роздільнянський,46.788872,29.985384,118.8,False,2026-09-09
UA51140170000019764,Цебриківська,Одеська,Роздільнянський,47.1470432,30.1054572,124.3,False,2026-09-09
UA53020010000035494,Глобинська,Полтавська,Кременчуцький,49.392047,33.2507308,227.3,False,2026-09-09
UA53020030000081709,Горішньоплавнівська,Полтавська,Кременчуцький,49.0140647,33.6330875,179.6,False,2026-09-09
UA53020050000041411,Градизька,Полтавська,Кременчуцький,49.2311773,33.1206291,213.0,False,2026-09-09
UA53020070000049284,Кам’янопотоківська,Полтавська,Кременчуцький,48.9825908,33.53248,177.7,False,2026-09-09
UA53020090000045206,Козельщинська,Полтавська,Кременчуцький,49.2136111,33.8413889,193.3,False,2026-09-09
UA53020110000092487,Кременчуцька,Полтавська,Кременчуцький,49.0629553,33.403516,189.0,False,2026-09-09
UA53020130000091122,Новогалещинська,Полтавська,Кременчуцький,49.1710646,33.7604079,190.0,False,2026-09-09
UA53020150000098867,Оболонська,Полтавська,Кременчуцький,49.5947201,32.868618,214.0,False,2026-09-09
UA53020170000049108,Омельницька,Полтавська,Кременчуцький,49.2164094,33.5524121,202.8,False,2026-09-09
UA53020190000090557,Піщанська,Полтавська,Кременчуцький,49.123642,33.398563,195.7,False,2026-09-09
UA53020210000023587,Пришибська,Полтавська,Кременчуцький,49.046856,33.733024,182.1,False,2026-09-09
UA53020230000086353,Семенівська,Полтавська,Кременчуцький,49.5972685,33.179559,203.6,False,2026-09-09
UA53040010000091190,Гребінківська,Полтавська,Лубенський,50.1206044,32.4289258,187.5,False,2026-09-09
UA53040030000088898,Лубенська,Полтавська,Лубенський,50.0118206,33.0030821,169.6,False,2026-09-09
UA53040050000091161,Новооржицька,Полтавська,Лубенський,50.022606,32.725002,180.6,False,2026-09-09
UA53040070000083099,Оржицька,Полтавська,Лубенський,49.7875449,32.6997311,202.4,False,2026-09-09
UA53040090000048649,Пирятинська,Полтавська,Лубенський,50.2361111,32.5011111,175.2,False,2026-09-09
UA53040110000034949,Хорольська,Полтавська,Лубенський,49.7822104,33.2740646,182.1,False,2026-09-09
UA53040130000097690,Чорнухинська,Полтавська,Лубенський,50.2733333,32.9383333,149.6,False,2026-09-09
UA53060010000060316,Білоцерківська,Полтавська,Миргородський,49.6792533,33.7820696,180.8,False,2026-09-09
UA53060030000045288,Великобагачанська,Полтавська,Миргородський,49.7852778,33.7213889,170.5,False,2026-09-09
UA53060050000024229,Великобудищанська,Полтавська,Миргородський,50.458488,34.1396609,90.7,False,2026-09-09
UA53060070000077527,Великосорочинська,Полтавська,Миргородський,50.023842,33.944321,140.9,False,2026-09-09
UA53060090000098426,Гадяцька,Полтавська,Миргородський,50.3701299,33.9950534,102.6,False,2026-09-09
UA53060110000084138,Гоголівська,Полтавська,Миргородський,49.9230024,33.8226184,153.8,False,2026-09-09
UA53060130000040567,Заводська,Полтавська,Миргородський,50.4052959,33.3973661,117.6,False,2026-09-09
UA53060150000093603,Комишнянська,Полтавська,Миргородський,50.1838006,33.679619,129.5,False,2026-09-09
UA53060170000064030,Краснолуцька,Полтавська,Миргородський,50.4361716,33.975914,96.0,False,2026-09-09
UA53060190000015369,Лохвицька,Полтавська,Миргородський,50.3595181,33.2741725,126.9,False,2026-09-09
UA53060210000044776,Лютенська,Полтавська,Миргородський,50.20203,34.0387209,120.1,False,2026-09-09
UA53060230000098362,Миргородська,Полтавська,Миргородський,49.9658333,33.6113889,153.9,False,2026-09-09
UA53060250000043118,Петрівсько-Роменська,Полтавська,Миргородський,50.376091,33.74794,108.0,False,2026-09-09
UA53060270000016329,Ромоданівська,Полтавська,Миргородський,49.9923481,33.3207607,159.7,False,2026-09-09
UA53060290000047345,Сенчанська,Полтавська,Миргородський,50.25691,33.3421693,133.5,False,2026-09-09
UA53060310000047988,Сергіївська,Полтавська,Миргородський,50.40081,33.7537985,105.3,False,2026-09-09
UA53060330000036503,Шишацька,Полтавська,Миргородський,49.8764366,34.0069282,156.1,False,2026-09-09
UA53080010000088479,Білицька,Полтавська,Полтавський,49.259043,34.2690187,193.0,False,2026-09-09
UA53080030000061078,Великорублівська,Полтавська,Полтавський,49.898056,34.801388,94.7,False,2026-09-09
UA53080050000011754,Диканська,Полтавська,Полтавський,49.8227778,34.5386111,111.4,False,2026-09-09
UA53080070000036333,Драбинівська,Полтавська,Полтавський,49.272533,34.592682,164.5,False,2026-09-09
UA53080090000014431,Зіньківська,Полтавська,Полтавський,50.21026,34.35768,108.3,False,2026-09-09
UA53080110000062015,Карлівська,Полтавська,Полтавський,49.4537175,35.1374845,135.0,False,2026-09-09
UA53080130000014699,Кобеляцька,Полтавська,Полтавський,49.1433333,34.2002778,181.7,False,2026-09-09
UA53080150000085889,Коломацька,Полтавська,Полтавський,49.602581,34.767609,125.7,False,2026-09-09
UA53080170000047487,Котелевська,Полтавська,Полтавський,50.0621097,34.7496951,80.9,False,2026-09-09
UA53080190000081150,Ланнівська,Полтавська,Полтавський,49.348518,35.26165,129.1,False,2026-09-09
UA53080210000072644,Мартинівська,Полтавська,Полтавський,49.51469,35.293919,111.1,False,2026-09-09
UA53080230000047239,Мачухівська,Полтавська,Полтавський,49.520832,34.427502,144.3,False,2026-09-09
UA53080250000097618,Машівська,Полтавська,Полтавський,49.4441667,34.87,140.1,False,2026-09-09
UA53080270000062586,Михайлівська,Полтавська,Полтавський,49.2994665,34.8665679,155.7,False,2026-09-09
UA53080290000024637,Нехворощанська,Полтавська,Полтавський,49.140469,34.72057,177.4,False,2026-09-09
UA53080310000072384,Новосанжарська,Полтавська,Полтавський,49.3338321,34.3148631,166.5,False,2026-09-09
UA53080330000062155,Новоселівська,Полтавська,Полтавський,49.627499,34.687222,125.4,False,2026-09-09
UA53080350000070563,Опішнянська,Полтавська,Полтавський,49.9570991,34.6100455,96.2,False,2026-09-09
UA53080370000025447,Полтавська,Полтавська,Полтавський,49.5897423,34.5507948,133.4,False,2026-09-09
UA53080390000027656,Решетилівська,Полтавська,Полтавський,49.5586111,34.0791667,154.5,False,2026-09-09
UA53080410000094938,Скороходівська,Полтавська,Полтавський,49.7726802,35.0715767,101.1,False,2026-09-09
UA53080430000085474,Терешківська,Полтавська,Полтавський,49.551945,34.618332,135.1,False,2026-09-09
UA53080450000087891,Чутівська,Полтавська,Полтавський,49.7216667,35.1694444,105.2,False,2026-09-09
UA53080470000053547,Щербанівська,Полтавська,Полтавський,49.531666,34.536945,139.6,False,2026-09-09
UA56020010000027956,Антонівська,Рівненська,Вараський,51.314251,26.303492,649.1,False,2026-09-09
UA56020030000068439,Вараська,Рівненська,Вараський,51.3481736,25.8500623,671.8,False,2026-09-09
UA56020050000087443,Володимирецька,Рівненська,Вараський,51.4197839,26.1392078,665.4,False,2026-09-09
UA56020070000060676,Зарічненська,Рівненська,Вараський,51.811589,26.1283792,700.6,False,2026-09-09
UA56020090000066575,Каноницька,Рівненська,Вараський,51.442612,26.22209,663.8,False,2026-09-09
UA56020110000024586,Локницька,Рівненська,Вараський,51.821087,25.829954,713.7,False,2026-09-09
UA56020130000066130,Полицька,Рівненська,Вараський,51.2663942,26.0606965,655.5,False,2026-09-09
UA56020150000079107,Рафалівська,Рівненська,Вараський,51.30718,26.00018,661.7,False,2026-09-09
UA56040010000048910,Бокіймівська,Рівненська,Дубенський,50.4842359,25.4690282,621.3,False,2026-09-09
UA56040030000031906,Боремельська,Рівненська,Дубенський,50.4710604,25.1931736,635.0,False,2026-09-09
UA56040050000074861,Варковицька,Рівненська,Дубенський,50.4709226,25.9708915,594.4,False,2026-09-09
UA56040070000046270,Вербська,Рівненська,Дубенський,50.280323,25.590887,599.8,False,2026-09-09
UA56040090000093293,Демидівська,Рівненська,Дубенський,50.4275033,25.3368641,624.1,False,2026-09-09
UA56040110000061997,Дубенська,Рівненська,Дубенський,50.4187918,25.7455972,601.9,False,2026-09-09
UA56040130000011543,Козинська,Рівненська,Дубенський,50.266911,25.465281,605.6,False,2026-09-09
UA56040150000039275,Крупецька,Рівненська,Дубенський,50.157913,25.3102618,606.4,False,2026-09-09
UA56040170000050651,Мирогощанська,Рівненська,Дубенський,50.4226262,25.8526524,596.7,False,2026-09-09
UA56040190000045841,Млинівська,Рівненська,Дубенський,50.5118774,25.6126259,615.9,False,2026-09-09
UA56040210000047101,Острожецька,Рівненська,Дубенський,50.667568,25.53978,631.5,False,2026-09-09
UA56040230000032182,Підлозцівська,Рівненська,Дубенський,50.581387,25.362623,634.1,False,2026-09-09
UA56040250000064519,Повчанська,Рівненська,Дубенський,50.374359,25.508934,611.1,False,2026-09-09
UA56040270000014394,Привільненська,Рівненська,Дубенський,50.463982,25.809629,602.1,False,2026-09-09
UA56040290000025511,Радивилівська,Рівненська,Дубенський,50.1279775,25.2487069,607.8,False,2026-09-09
UA56040310000052028,Семидубська,Рівненська,Дубенський,50.3424625,25.8134402,592.6,False,2026-09-09
UA56040330000091100,Смизька,Рівненська,Дубенський,50.2382136,25.7629956,587.5,False,2026-09-09
UA56040350000014945,Тараканівська,Рівненська,Дубенський,50.381725,25.708364,601.1,False,2026-09-09
UA56040370000063056,Ярославицька,Рівненська,Дубенський,50.6414963,25.4288029,635.2,False,2026-09-09
UA56060010000018261,Бабинська,Рівненська,Рівненський,50.6036507,26.5228893,578.4,False,2026-09-09
UA56060030000057923,Березнівська,Рівненська,Рівненський,51.0035653,26.7524487,602.6,False,2026-09-09
UA56060050000010769,Білокриницька,Рівненська,Рівненський,50.606121,26.389851,584.8,False,2026-09-09
UA56060070000034529,Бугринська,Рівненська,Рівненський,50.5426,26.5258,573.1,False,2026-09-09
UA56060090000066065,Великомежиріцька,Рівненська,Рівненський,50.6597992,26.8631128,567.7,False,2026-09-09
UA56060110000087064,Великоомелянська,Рівненська,Рівненський,50.595852,26.1067807,597.6,False,2026-09-09
UA56060130000072276,Головинська,Рівненська,Рівненський,50.893478,26.29097,613.4,False,2026-09-09
UA56060150000079268,Городоцька,Рівненська,Рівненський,50.685879,26.174353,601.6,False,2026-09-09
UA56060170000073171,Гощанська,Рівненська,Рівненський,50.60466,26.6827977,571.1,False,2026-09-09
UA56060190000073111,Деражненська,Рівненська,Рівненський,50.862228,26.047899,622.1,False,2026-09-09
UA56060210000017052,Дядьковицька,Рівненська,Рівненський,50.6068,26.050301,601.2,False,2026-09-09
UA56060230000076543,Здовбицька,Рівненська,Рівненський,50.4993307,26.2484113,582.9,False,2026-09-09
UA56060250000052338,Здолбунівська,Рівненська,Рівненський,50.518994,26.2431096,584.7,False,2026-09-09
UA56060270000047362,Зорянська,Рівненська,Рівненський,50.726673,26.028698,611.9,False,2026-09-09
UA56060290000044465,Клеванська,Рівненська,Рівненський,50.7464848,26.006327,614.6,False,2026-09-09
UA56060310000066585,Корецька,Рівненська,Рівненський,50.6194566,27.159712,551.3,False,2026-09-09
UA56060330000075139,Корнинська,Рівненська,Рівненський,50.5565086,26.2910576,585.4,False,2026-09-09
UA56060350000045909,Костопільська,Рівненська,Рівненський,50.8792198,26.4533981,604.8,False,2026-09-09
UA56060370000023028,Малинська,Рівненська,Рівненський,51.097408,26.551901,619.4,False,2026-09-09
UA56060390000090915,Малолюбашанська,Рівненська,Рівненський,50.839256,26.517658,598.5,False,2026-09-09
UA56060410000055190,Мізоцька,Рівненська,Рівненський,50.3983189,26.141333,580.2,False,2026-09-09
UA56060430000081857,Олександрійська,Рівненська,Рівненський,50.731873,26.3455835,597.3,False,2026-09-09
UA56060450000083945,Острозька,Рівненська,Рівненський,50.329021,26.5203627,555.9,False,2026-09-09
UA56060470000086729,Рівненська,Рівненська,Рівненський,50.6196175,26.2513165,592.5,False,2026-09-09
UA56060490000031684,Соснівська,Рівненська,Рівненський,50.8266045,26.9950145,576.7,False,2026-09-09
UA56060510000062151,Шпанівська,Рівненська,Рівненський,50.660019,26.26659,595.1,False,2026-09-09
